lat,lon,aed_lat,aed_lon,distance,type,city,density
51.22651,4.46051,51.22546,4.4602446,167.0,card,Antwerpen,2.4442528176052973
51.21535,4.40872,51.2152645,4.4075721,80.0,card,Antwerpen,2.6392324886215177
51.21323,4.44967,51.210302,4.4469787,447.0,card,Antwerpen,2.6008276152398744
51.28681,4.38442,51.29199862800334,4.378723920521925,810.0,card,Antwerpen,1.5545103410719279
51.24422,4.42069,51.2450526,4.4193735,201.0,card,Antwerpen,2.3797139183092466
51.2266,4.40513,51.227416,4.4043543,285.0,card,Antwerpen,2.6135921211017203
51.20064,4.43044,51.200342,4.4290278,163.0,card,Antwerpen,2.5916282781149715
51.1731,4.34105,51.172261018909566,4.33653483948032,382.0,card,Antwerpen,1.5078140752303872
51.22338,4.4281,51.2232079,4.4273649,57.0,card,Antwerpen,2.6141075663641673
51.19823,4.43906,51.1981919,4.438515,36.0,card,Antwerpen,2.574409838138704
51.24483,4.43948,51.2463099,4.4427015,437.0,card,Antwerpen,2.2786384971788953
51.2055,4.42565,51.20348285,4.4234122,339.0,card,Antwerpen,2.622433335476619
51.20976,4.46151,51.2095659,4.460206,97.0,card,Antwerpen,2.5619211971521896
51.21807,4.43859,51.2182045,4.4373626,131.0,card,Antwerpen,2.6178866170300177
51.21703,4.40551,51.2170334,4.4075924,157.0,card,Antwerpen,2.635903707672005
51.22799,4.41875,51.2278277,4.4194086,75.0,card,Antwerpen,2.5970169211850496
51.18491,4.36043,51.1837666,4.3589953,162.0,card,Antwerpen,1.9517045226763219
51.23641,4.42459,51.2352582,4.4204179,390.0,card,Antwerpen,2.489032472248576
51.18147,4.38596,51.1811528,4.38341625,274.0,card,Antwerpen,2.0862561112697695
51.22935,4.4137,51.23017,4.4139014,84.0,card,Antwerpen,2.592158300766631
51.20263,4.44015,51.2032178,4.44038,59.0,card,Antwerpen,2.6056719967285056
51.17107,4.39226,51.1720096,4.3932945,257.0,card,Antwerpen,1.8896834348779117
51.18467,4.44124,51.1831609,4.4385825,250.0,card,Antwerpen,2.40469445131955
51.21711,4.42028,51.2169691,4.4207019,23.0,card,Antwerpen,2.647594874032666
51.17765,4.4311,51.1781606,4.4296723,115.0,card,Antwerpen,2.2498248892744233
51.3155,4.28742,51.1967334,4.4294545,1000.0,card,Antwerpen,1.0084468964404425
51.22796,4.40652,51.227899,4.4064889,2.0,card,Antwerpen,2.6058749827530097
51.24121,4.4495,51.2423893,4.444243,558.0,card,Antwerpen,2.2856912371587033
51.19776,4.40333,51.1993625,4.4010521,291.0,card,Antwerpen,2.487668727951924
51.27432,4.41879,51.2729373,4.4174542,207.0,card,Antwerpen,1.7178772052815245
51.1928,4.39318,51.1928965,4.3934127,18.0,card,Antwerpen,2.3581316795836407
51.34298,4.27971,51.3448238,4.2863967,719.0,card,Antwerpen,0.595877275192023
51.2449,4.44122,51.2463099,4.4427015,277.0,card,Antwerpen,2.267012659949036
51.18363,4.37353,51.1847602,4.3740291,134.0,card,Antwerpen,2.0367326344253565
51.29115,4.36882,51.1967334,4.4294545,1000.0,card,Antwerpen,1.4924723970745464
51.20213,4.39538,51.2055777,4.3969526,419.0,card,Antwerpen,2.5052864232403516
